,0.11692307692307694
c58,0.10607940446650124
v66,0.1514285714285714
a58,0.11846153846153847
s66,0.09339080459770115
a70,0.10714285714285714
cl62,0.11805555555555555
i66,0.10529556650246305
v58,0.09259259259259259
s62,0.14102564102564102
c70,0.14592760180995476
cl58,0.13043478260869565
i70,0.09722222222222221
v62,0.11140583554376658
a66,0.12648809523809523
c62,0.15773809523809523
s70,0.12818181818181817
cl66,0.1451048951048951
i62,0.09903381642512077
v70,0.10795454545454546
c66,0.125
s58,0.760061919504644
a62,0.3558823529411764
cl70,0.6617647058823529
i58,0.6547619047619048
