,0.4350085017948233,0.4520065188407898
v58,0.32299843014128726,0.999855637550354
s62,0.41711229946524064,0.5855064988136292
c70,0.36111111111111116,0.9999895095825195
cl58,0.5084451068057625,0.5370613932609558
i70,0.4067479674796748,0.5387444496154785
v62,0.48120300751879697,0.9214985370635986
a66,0.22648809523809524,0.5755696296691895
c62,0.3149227630428446,0.6980990767478943
s70,0.5568181818181818,0.999994158744812
cl66,0.4406207827260459,0.9997743964195251
i62,0.2148876404494382,0.6385939121246338
v70,0.3914141414141414,0.9959697723388672
c66,0.25,0.9919302463531494
s58,0.6361151986546143,0.10060830414295197
a62,0.5533189033189033,0.9999245405197144
cl70,0.5535229476405947,0.9995918273925781
i58,0.36255107252298263,0.9965912699699402
c58,0.4001026342798495,0.6048051118850708
v66,0.31414473684210525,0.9994608163833618
a58,0.4831349206349206,0.9422092437744141
s66,0.517027027027027,0.99971604347229
a70,0.24001814882032668,0.6392772793769836
cl62,0.4106029106029106,0.9996670484542847
i66,0.4080213903743315,0.9875062704086304
