,0.6488758737955791,0.9993163347244263
c62,0.5200156985871272,0.5399147272109985
s70,0.42116119174942707,0.9997677803039551
cl66,0.5545751633986928,0.9999701976776123
i62,0.7470193740685545,0.9999880790710449
v70,0.351869918699187,0.9988667368888855
c66,0.4167561761546724,0.9997103214263916
s58,0.42380952380952386,0.707337498664856
a62,0.4888516467502186,0.9996553659439087
cl70,0.5357142857142857,0.11218318343162537
i58,0.7204790823211875,0.999954104423523
c58,0.26487487231869256,0.598908543586731
v66,0.35984848484848486,0.7192994952201843
a58,0.5,0.9999863505363464
s66,0.7148412865251209,0.9999882578849792
a70,0.33376623376623377,0.5952819585800171
cl62,0.6049773755656109,0.9998791217803955
i66,0.3616573033707865,0.9995765686035156
v58,0.5209544988026,0.9997693300247192
s62,0.49210526315789477,0.5805268287658691
c70,0.23412698412698413,0.9980487823486328
cl58,0.5455405405405405,0.9998562932014465
i70,0.12242891712038717,0.415847510099411
v62,0.33664983664983666,0.9987684488296509
a66,0.5556149732620321,0.9997126460075378
