,0.5631966748535802,0.9999966621398926
i58,0.41797488226059654,0.5460330843925476
c58,0.4972498090145149,0.9998940825462341
v66,0.29934640522875816,0.9968099594116211
a58,0.5546448087431693,0.9998270273208618
s66,0.6260162601626016,0.9999880790710449
a70,0.37741675617615467,0.99983149766922
cl62,0.4636904761904762,0.9999078512191772
i66,0.47143689886330514,0.5022091269493103
v58,0.5589826839826839,0.9999785423278809
s62,0.4593454790823212,0.5543888211250305
c70,0.22542134831460675,0.6037209033966064
cl58,0.5965909090909092,0.9996356964111328
i70,0.27897727272727274,0.9993067979812622
v62,0.7525751524069791,0.9991076588630676
a66,0.36890331890331896,0.9998236894607544
c62,0.8191338073691015,0.9999990463256836
s70,0.4518003064351379,0.07608944177627563
cl66,0.7454669859733152,0.9999927282333374
i62,0.36644736842105263,0.9862746596336365
v70,0.4632936507936508,0.7447540163993835
c66,0.517972972972973,0.9994961023330688
s58,0.42316999395039323,0.9720897674560547
a62,0.3915948915948916,0.9998493790626526
cl70,0.746524064171123,0.9999998807907104
