,0.47525033062535427,0.534797191619873
i62,0.29827315541601257,0.5351361036300659
v70,0.26455309396485865,0.9582877159118652
c66,0.22745098039215686,0.9467024207115173
s58,0.47267759562841527,0.9239388704299927
a62,0.34804878048780485,0.9990546703338623
cl70,0.35687432867883995,0.552274763584137
i58,0.4425595238095238,0.9997259378433228
c58,0.5231710871466044,0.9999918341636658
v66,0.5232683982683982,0.5432912111282349
a58,0.6366396761133604,0.5363034605979919
s66,0.45850357507660877,0.9995949268341064
a70,0.5189393939393939,0.6359764337539673
cl62,0.29545454545454547,0.9941895008087158
i66,0.6489384065587556,0.9999193549156189
v58,0.5746753246753247,0.9999821186065674
s62,0.680672268907563,0.9999487996101379
c70,0.390194075587334,0.9987412691116333
cl58,0.7399931577146768,0.5280032157897949
i70,0.2355263157894737,0.9965157508850098
v62,0.5248015873015872,0.6125752329826355
a66,0.32770270270270274,0.9990748167037964
c62,0.3814277071990321,0.9988757371902466
s70,0.43941193941193946,0.9998619556427002
cl66,0.7,0.9999741911888123
