,0.5372189684488948,0.7390694618225098
cl58,0.31475667189952905,0.5515175461769104
i70,0.1692131398013751,0.9965118169784546
v62,0.2833333333333333,0.5402352809906006
a66,0.20566318926974664,0.5972610116004944
c62,0.2208130081300813,0.6811410784721375
s70,0.3145810955961332,0.9992727041244507
cl66,0.4357142857142857,0.9996490478515625
i62,0.6038327018361993,0.5370440483093262
v70,0.42045454545454547,0.5786024928092957
c66,0.3351889338731444,0.3633289039134979
s58,0.25363891726251275,0.32808810472488403
a62,0.35542929292929293,0.816550612449646
cl70,0.34545454545454546,0.9996284246444702
i58,0.6104687828463318,0.5442660450935364
c58,0.3883838383838384,0.9996621608734131
v66,0.7301228183581125,0.9998074769973755
a58,0.5471782431052095,0.9996846914291382
s66,0.5343824837495723,0.5514766573905945
a70,0.08388157894736842,0.40698719024658203
cl62,0.5555555555555556,0.5675102472305298
i66,0.4267567567567567,0.881576418876648
v58,0.3936025408348457,0.9996155500411987
s62,0.4524799524799525,0.8918824195861816
c70,0.5401069518716577,0.7496436834335327
