,0.662006423578311,0.9494981169700623
i58,0.35949764521193095,0.7103947997093201
c58,0.485485103132162,0.9999623894691467
v66,0.27450980392156865,0.9755996465682983
a58,0.6517635370094387,0.9999798536300659
s66,0.5522764227642276,0.999907910823822
a70,0.41903866809881846,0.8911111354827881
cl62,0.48571428571428577,0.9501895904541016
i66,0.6099533663654911,0.9999861121177673
v58,0.7186147186147186,0.999997615814209
s62,0.428306342780027,0.4574868679046631
c70,0.35591164453524005,0.9994025826454163
cl58,0.7083333333333333,0.9999797344207764
i70,0.18125,0.8614269495010376
v62,0.708639899096069,0.5843003392219543
a66,0.46803751803751803,0.9995609521865845
c62,0.7254040077569489,0.9999523162841797
s70,0.5587972420837589,0.9999644756317139
cl66,0.7129661306876497,0.999992847442627
i62,0.2730263157894737,0.56690913438797
v70,0.17162698412698413,0.8292935490608215
c66,0.5802702702702702,0.9999122619628906
s58,0.24069872958257715,0.9963793754577637
a62,0.3587268587268587,0.9987404346466064
cl70,0.7967914438502675,0.9998213648796082
