,0.09213335067033768
cl58,0.09400671720504761
i70,0.21634262800216675
v62,0.1376950740814209
a66,0.6151449084281921
c62,0.15373101830482483
s70,0.10210078954696655
cl66,0.9982745051383972
i62,0.5712373852729797
v70,0.12185622751712799
c66,0.20807446539402008
s58,0.579992949962616
a62,0.0999944657087326
cl70,0.14105889201164246
i58,0.16604302823543549
c58,0.2745811939239502
v66,0.18730075657367706
a58,0.5148710608482361
s66,0.18575432896614075
a70,0.9828658103942871
cl62,0.1434667557477951
i66,0.6761500835418701
v58,0.9828916788101196
s62,0.5894244313240051
c70,0.6094294786453247
