,0.08888888888888888
s62,0.08902691511387163
c70,0.13852813852813853
cl58,0.13095238095238093
i70,0.18907563025210083
v62,0.1208133971291866
a66,0.11513157894736842
c62,0.13777089783281732
s70,0.1515151515151515
cl66,0.2649122807017544
i62,0.1970588235294118
v70,0.1013157894736842
c66,0.125
s58,0.13596491228070173
a62,0.13995215311004783
cl70,0.28431372549019607
i58,0.16666666666666666
c58,0.12347826086956522
v66,0.2111111111111111
a58,0.21323529411764708
s66,0.19409937888198758
a70,0.3888888888888889
cl62,0.3214285714285714
i66,0.22717391304347828
v58,0.5743589743589743
