,0.5993765350462875,0.5478180646896362
v70,0.2778649921507065,0.6135208606719971
c66,0.4288770053475936,0.9996247291564941
s58,0.3542483660130719,0.9997230768203735
a62,0.6271733730750124,0.9999591112136841
cl70,0.6277235772357723,0.9999576210975647
i58,0.6314446831364124,0.9999940991401672
c58,0.5916666666666667,0.9998181462287903
v66,0.6601573885164675,0.9999940395355225
a58,0.5151515151515151,0.9998841285705566
s66,0.5180499325236168,0.5503839254379272
a70,0.39083248212461696,0.9984712600708008
cl62,0.5896464646464646,0.9999350309371948
i66,0.375,0.9993807077407837
v58,0.5562329199075048,0.9997636675834656
s62,0.6321067821067821,0.9999737739562988
c70,0.4499676793794441,0.5561505556106567
cl58,0.592888151174668,0.9994398355484009
i70,0.2907971262401642,0.9929827451705933
v62,0.6993421052631579,0.537970781326294
a66,0.35813492063492064,0.9996169805526733
c62,0.6536486486486486,0.998261034488678
s70,0.5002268602540835,0.9993706941604614
cl66,0.48104148104148103,0.9998213648796082
i66,0.8251336898395722,0.996863603591919
