,0.39183827696958246,0.5389986038208008
s58,0.19937205651491366,0.9982761144638062
a62,0.3722689075630252,0.917153000831604
cl70,0.45882352941176474,0.9999661445617676
i58,0.4170392449080974,0.999118983745575
c58,0.32959349593495935,0.9967648983001709
v66,0.21455424274973145,0.5731770992279053
a58,0.41220238095238093,0.5961775183677673
s66,0.3451617604197027,0.9994168281555176
a70,0.3685064935064935,0.998316764831543
cl62,0.48464912280701755,0.998963475227356
i66,0.2762385086823289,0.5665722489356995
v58,0.4292929292929293,0.6621748805046082
s62,0.075,0.8564726114273071
c70,0.3472776960269077,0.2561611533164978
cl58,0.4096681096681096,0.20471857488155365
i70,0.3228829993535876,0.5871253609657288
v62,0.4746552604698672,0.9043644070625305
a66,0.2848956551488197,0.9987436532974243
c62,0.3476973684210526,0.5647941827774048
s70,0.4365079365079365,0.9998444318771362
cl66,0.39716216216216216,0.9989492893218994
i62,0.37870538415003024,0.9988867044448853
v70,0.35303435303435304,0.9997063875198364
c66,0.4754010695187165,0.9997068643569946
