,0.5446816550160589,0.9999808073043823
a58,0.4195447409733124,0.5319530963897705
s66,0.46050420168067224,0.9996751546859741
a70,0.4493464052287582,0.7031997442245483
cl62,0.7059115747640339,0.4862280786037445
i66,0.4791056910569106,0.9993618726730347
v58,0.513157894736842,0.5346212983131409
s62,0.4764880952380952,0.9998812675476074
c70,0.13450888953657825,0.9684194922447205
cl58,0.4648268398268398,0.9994189739227295
i70,0.30549932523616735,0.9988276958465576
v62,0.38393769152196117,0.5490490198135376
a66,0.3939393939393939,0.5785900354385376
c62,0.11875,0.7724586725234985
s70,0.770023123817532,0.9999844431877136
cl66,0.4950937950937951,0.5593470335006714
i62,0.6877181641887524,0.9999504089355469
v70,0.4064096016343207,0.9995231032371521
c66,0.6243585357509408,0.998592734336853
s58,0.6924342105263157,0.9999309778213501
a62,0.6736111111111112,0.5420868396759033
cl70,0.7140540540540541,0.851955771446228
i58,0.3828644888082275,0.9993013143539429
c58,0.5836550836550837,0.999720573425293
v66,0.47058823529411764,0.9997110366821289
