,0.5837899112034763,0.5381972789764404
cl70,0.5074568288854003,0.9999716281890869
i58,0.45828877005347596,0.9998810887336731
c58,0.29444444444444445,0.5577267408370972
v66,0.48025335320417284,0.9985969066619873
a58,0.5755284552845529,0.999976634979248
s66,0.34237379162191195,0.9997325539588928
a70,0.24523809523809523,0.5739234685897827
cl62,0.43558729233459637,0.9993987083435059
i66,0.46861471861471865,0.9997425079345703
v58,0.6082995951417004,0.541828989982605
s62,0.4525025536261491,0.5587291717529297
c70,0.5309343434343434,0.9988874197006226
cl58,0.11875,0.8591859340667725
i70,0.5553920538154299,0.5333409309387207
v62,0.6376623376623376,0.9999837279319763
a66,0.4287653522947641,0.9602000713348389
c62,0.5875893769152196,0.9893344640731812
s70,0.7180123161135818,0.9999895691871643
cl66,0.43717105263157896,0.5453040599822998
i62,0.6041666666666667,0.9999702572822571
v70,0.3948648648648649,0.9965918064117432
c66,0.29015426497277674,0.9959373474121094
s58,0.5564300564300564,0.9999345541000366
a62,0.667379679144385,0.9995754361152649
