,0.5510107689401096,0.9997014999389648
s70,0.5015698587127159,0.9999467134475708
cl66,0.393353705118411,0.9995143413543701
i62,0.2045751633986928,0.67913419008255
v70,0.6417039244908098,0.5386888384819031
c66,0.6004878048780489,0.07840510457754135
s58,0.6220461868958109,0.9959082007408142
a62,0.3398809523809524,0.9990942478179932
cl70,0.6326872631885747,0.9999788403511047
i58,0.5735930735930737,0.9997101426124573
c58,0.6356275303643725,0.5477034449577332
v66,0.36797752808988765,0.9991590976715088
a58,0.6616161616161617,0.999982476234436
s66,0.2931818181818182,0.5404173135757446
a70,0.5362623502207273,0.5509828329086304
cl62,0.6626262626262627,0.9964944124221802
i66,0.7720749838396896,0.5670040249824524
v58,0.5707992849846782,0.99971604347229
s62,0.6323126924392747,0.8314733505249023
c70,0.32664473684210527,0.11604440212249756
cl58,0.5099206349206349,0.9998798370361328
i70,0.3956756756756757,0.9974685311317444
v62,0.5702510586811858,0.9998254179954529
a66,0.34204534204534204,0.9994635581970215
c62,0.6347593582887701,0.6898431181907654
