,0.3866427356886454,0.5511936545372009
v66,0.10086342229199372,0.9920041561126709
a58,0.4255920550038197,0.9978916049003601
s66,0.22222222222222224,0.6752034425735474
a70,0.2965722801788376,0.9933695793151855
cl62,0.6226016260162601,0.9919334650039673
i66,0.2941729323308271,0.7955617904663086
v58,0.33244047619047623,0.9993345737457275
s62,0.31929466627805303,0.9992558360099792
c70,0.40584415584415584,0.6956638097763062
cl58,0.4031713900134953,0.9998189210891724
i70,0.27036516853932585,0.8101955652236938
v62,0.6792929292929293,0.5419536828994751
a66,0.1,0.8598413467407227
c62,0.5842968257305023,0.9998915195465088
s70,0.595959595959596,0.9999747276306152
cl66,0.594311570782159,0.9996170997619629
i62,0.3277579162410623,0.9991788864135742
v70,0.297553882996921,0.6207544803619385
c66,0.20065789473684212,0.6574811935424805
s58,0.4831349206349206,0.6814587712287903
a62,0.4056756756756757,0.9662524461746216
cl70,0.45772837265577737,0.9997873306274414
i58,0.4235719235719236,0.9998205900192261
c58,0.741711229946524,0.9999828338623047
