,0.9999721050262451
c70,0.72135329246521
cl58,0.6267608404159546
i70,0.9835178852081299
v62,0.9959561824798584
a66,0.5455000996589661
c62,0.25266748666763306
s70,0.5532652139663696
cl66,0.9923597574234009
i62,0.564245879650116
v70,0.9961557388305664
c66,0.5704002976417542
s58,0.9996995329856873
a62,0.555013120174408
cl70,0.5638819932937622
i58,0.24796578288078308
c58,0.1850791871547699
v66,0.6223063468933105
a58,0.999903678894043
s66,0.1477069854736328
a70,0.9998102188110352
cl62,0.5883058309555054
i66,0.7749303579330444
v58,0.9988269209861755
s62,0.5773313045501709
