,0.537407897222747,0.9999666213989258
cl66,0.3175039246467818,0.9997632503509521
i62,0.5043544690603514,0.5468480587005615
v70,0.44869281045751636,0.5460655093193054
c66,0.5772478887232986,0.5457709431648254
s58,0.47894308943089436,0.9999265074729919
a62,0.40440386680988183,0.8708100318908691
cl70,0.13333333333333333,0.5384528040885925
i58,0.40899154765374524,0.6049562096595764
c58,0.5400432900432901,0.9999544620513916
v66,0.4800944669365722,0.9998908042907715
a58,0.5145556690500511,0.9994642734527588
s66,0.5934343434343434,0.9999755024909973
a70,0.24772727272727274,0.9970653057098389
cl62,0.38080723144839185,0.5641272664070129
i66,0.5468253968253969,0.8492090702056885
v58,0.76890756302521,0.9999984502792358
s62,0.6725612870275792,0.9714760780334473
c70,0.4043790626069107,0.22871750593185425
cl58,0.5779605263157894,0.544196605682373
i70,0.26785714285714285,0.9993734359741211
v62,0.6410810810810811,0.9999581575393677
a66,0.19147005444646098,0.9969632029533386
c62,0.5124740124740125,0.999836802482605
s70,0.6721925133689839,0.44902223348617554
