,0.6493481957302096,0.9999086856842041
c58,0.4662480376766091,0.9999156594276428
v66,0.5733384262796027,0.8352457880973816
a58,0.19869281045751636,0.6736577153205872
s66,0.7791852955787382,0.5345821380615234
a70,0.5904065040650406,0.5459749102592468
cl62,0.5038936627282492,0.23910439014434814
i66,0.4452380952380952,0.9994102716445923
v58,0.45387642086855146,0.5331495404243469
s62,0.7694805194805194,0.8108267784118652
c70,0.3296221322537112,0.9989488124847412
cl58,0.4974463738508682,0.9997727870941162
i70,0.5347222222222222,0.5450483560562134
v62,0.21875,0.8614468574523926
a66,0.6045827202018079,0.9998180866241455
c62,0.6414141414141414,0.7439173460006714
s70,0.6802844214608921,0.9999455213546753
cl66,0.5308350357507661,0.5392223596572876
i62,0.5266849127608622,0.5586334466934204
v70,0.37236842105263157,0.9962588548660278
c66,0.5357142857142857,0.999823808670044
s58,0.7137837837837837,0.9999676942825317
a62,0.3984422262552934,0.8411616086959839
cl70,0.454014454014454,0.9762987494468689
i58,0.5711229946524063,0.9998785257339478
