,0.4969771396183639,0.9999290108680725
v66,0.2998430141287284,0.9994734525680542
a58,0.41061879297173415,0.9998464584350586
s66,0.2156862745098039,0.9841686487197876
a70,0.3451316443119722,0.5562810301780701
cl62,0.4383739837398374,0.9999173879623413
i66,0.42064983888292157,0.9999003410339355
v58,0.4523809523809524,0.9996081590652466
s62,0.5680559603614107,0.9999866485595703
c70,0.41829004329004327,0.5613108277320862
cl58,0.5689946018893387,0.9999244213104248
i70,0.22605975485188967,0.9980443120002747
v62,0.5246212121212122,0.8863676190376282
a66,0.3840909090909091,0.9997026920318604
c62,0.5934412444818162,0.9994997382164001
s70,0.2698412698412698,0.5338911414146423
cl66,0.6308338720103426,0.370544970035553
i62,0.41822012257405516,0.999535083770752
v70,0.36554909339719466,0.9993177652359009
c66,0.30328947368421055,0.9992111325263977
s58,0.46726190476190477,0.9998490810394287
a62,0.5314864864864864,0.9998126029968262
cl70,0.37462189957652753,0.9993776082992554
i58,0.435006435006435,0.9998555183410645
c58,0.6631016042780749,0.9998923540115356
