,0.4689212167013036,0.9996110200881958
s66,0.23390894819466249,0.13430750370025635
a70,0.25339954163483575,0.9996626973152161
cl62,0.16601307189542486,0.9942868947982788
i66,0.4264778936910084,0.9994569420814514
v58,0.5295934959349593,0.5412776470184326
s62,0.4246777658431794,0.5302757620811462
c70,0.2577380952380952,0.9953657388687134
cl58,0.5278344505974935,0.09492620825767517
i70,0.3181818181818182,0.9960362911224365
v62,0.32979082321187586,0.9979391098022461
a66,0.1467696629213483,0.6256629824638367
c62,0.37058080808080807,0.5871513485908508
s70,0.43125,0.9998998641967773
cl66,0.7318688248896363,0.99994957447052
i62,0.5931457431457432,0.5689435005187988
v70,0.5578539107950873,0.727653980255127
c66,0.4355847803881512,0.9977649450302124
s58,0.4317482039001026,0.952301561832428
a62,0.5713815789473684,0.99994957447052
cl70,0.6388888888888888,0.9994840621948242
i58,0.5314864864864864,0.9995310306549072
c58,0.5455989110707804,0.9998396635055542
v66,0.40446490446490446,0.9989945888519287
a58,0.5855614973262032,0.9088375568389893
