,0.5320234271679577,0.5547009110450745
s66,0.3959968602825746,0.9998462200164795
a70,0.13147440794499618,0.8017129898071289
cl62,0.29411764705882354,0.5613207221031189
i66,0.7129905613512171,0.9679238796234131
v58,0.5677235772357724,0.9845362901687622
s62,0.2581901181525242,0.9998654127120972
c70,0.3761904761904762,0.567933201789856
cl58,0.32679976683182743,0.6321271657943726
i70,0.5189393939393939,0.999770998954773
v62,0.5568488529014846,0.999934196472168
a66,0.36689223697650664,0.6576010584831238
c62,0.5612373737373737,0.9996429085731506
s70,0.1875,0.41135844588279724
cl66,0.6891948707168383,0.9920138716697693
i62,0.582034632034632,0.9999825358390808
v70,0.7446024563671623,0.9999746084213257
c66,0.46316394279877426,0.9998881816864014
s58,0.6365891207663359,0.9999799132347107
a62,0.4680921052631579,0.9999271631240845
cl70,0.6121031746031746,0.5322940349578857
i58,0.7075675675675676,0.9858796000480652
c58,0.5735783424077435,0.9960583448410034
v66,0.5709335709335709,0.9999461770057678
a58,0.8636363636363636,0.999998152256012
