,0.0
v70,-0.02790146524636236
c66,-0.08640593352006887
s58,-0.012456949786641644
a62,-0.26641379209427885
cl70,-0.050350715356402356
i58,-0.3438844826720373
c58,-0.12820277488752027
v66,-0.03525603313108654
a58,-0.18551008013923315
s66,-0.06183151302006714
a70,-0.09617599534464748
cl62,-0.06049779698753684
i66,-0.08064207314571568
v58,-0.018189849824074372
s62,-0.1655882391224466
c70,-0.05674396054230454
cl58,-0.03473222586594174
i70,-0.05674396054230454
v62,-0.16321545035840757
a66,-0.03135464028772637
c62,-0.5409214064234986
s70,-0.9344951900981224
cl66,-1.0995413854537759
i62,-1.5690485569823627
