,0.0
c58,-0.052473522995056844
v66,-0.0787621371260853
a58,-0.012456949786641644
s66,-0.018616979900914984
a70,-0.013922473290952428
cl62,-0.01650605967144046
i66,0.0
v58,-0.020832221499701743
s62,-0.05917051148654782
c70,0.0
cl58,0.0
i70,0.0
v62,-0.015433463736112202
a66,-0.020832221499701743
c62,-0.03344876302478376
s70,0.0
cl66,0.0
i62,-0.011635612438071867
v70,-0.019684905973998294
c66,-0.12352213989847975
s58,-0.5388593487325001
a62,-0.18283635328364814
cl70,-0.31647130611804974
i58,-1.039494480267285
