,0.10225008428096771
c70,-0.006941546685993671
cl58,0.10946241021156311
i70,-0.019298609346151352
v62,-0.035027388483285904
a66,0.03365220129489899
c62,0.056622765958309174
s70,0.006714526563882828
cl66,0.11434219777584076
i62,0.15831688046455383
v70,0.17804357409477234
c66,0.17238116264343262
s58,-0.00423098262399435
a62,0.0044905319809913635
cl70,0.08253034949302673
i58,0.07843849807977676
c58,0.384956955909729
v66,0.1785956621170044
a58,0.0955740436911583
s66,0.0910838171839714
a70,0.15014959871768951
cl62,0.9430105686187744
i66,0.7670847177505493
v58,0.953143298625946
s62,0.9109591245651245
