,0.07536371052265167
a66,0.0001889718696475029
c62,0.06289691478013992
s70,-0.002064329572021961
cl66,0.0829293429851532
i62,0.023619841784238815
v70,0.018865620717406273
c66,0.027640346437692642
s58,0.11220762133598328
a62,0.06498618423938751
cl70,0.14389380812644958
i58,0.0892130583524704
c58,0.0031997086480259895
v66,-0.030302729457616806
a58,0.10193726420402527
s66,0.03313891589641571
a70,0.3697505295276642
cl62,0.16518916189670563
i66,0.05525345355272293
v58,0.021019667387008667
s62,0.11653512716293335
c70,0.8280573487281799
cl58,0.7673444151878357
i70,0.6955440044403076
v62,0.9320163130760193
