,0.13568317890167236
a70,0.06101713702082634
cl62,0.07619190216064453
i66,-0.02217339351773262
v58,0.014682784676551819
s62,0.04372350499033928
c70,0.03870247304439545
cl58,-0.0028355158865451813
i70,0.053964436054229736
v62,0.1006162166595459
a66,0.12095969915390015
c62,0.17183350026607513
s70,0.028829313814640045
cl66,0.010796871967613697
i62,0.08964534103870392
v70,0.015829626470804214
c66,0.3250049650669098
s58,0.14986610412597656
a62,0.10623477399349213
cl70,0.13041672110557556
i58,0.1825135350227356
c58,0.8860460519790649
v66,0.3641114830970764
a58,0.6970154047012329
s66,0.9727186560630798
