,0.08764370530843735
cl62,0.032423291355371475
i66,0.07457112520933151
v58,-0.010025733150541782
s62,-0.04423128068447113
c70,0.02743617817759514
cl58,0.04731744900345802
i70,-0.00709855742752552
v62,0.07364975661039352
a66,0.1406734138727188
c62,0.12651631236076355
s70,0.11381492018699646
cl66,-0.014277072623372078
i62,-0.03727870061993599
v70,0.051050908863544464
c66,0.03905386105179787
s58,0.30275577306747437
a62,0.1641271561384201
cl70,0.10284271091222763
i58,0.04169781506061554
c58,0.19814933836460114
v66,0.8052188158035278
a58,0.6683638095855713
s66,0.7643458843231201
a70,0.7275479435920715
