,0.10983479022979736
c66,0.019590822979807854
s58,0.1382518857717514
a62,-0.021148374304175377
cl70,-0.04898132011294365
i58,0.08992389589548111
c58,0.061015162616968155
v66,0.004341356456279755
a58,0.11976435035467148
s66,0.1153905987739563
a70,0.12038759887218475
cl62,0.1787441521883011
i66,-0.004023738671094179
v58,0.042869649827480316
s62,0.04012754186987877
c70,-0.0028238166123628616
cl58,0.35920068621635437
i70,0.16911038756370544
v62,0.08151287585496902
a66,0.04665932431817055
c62,0.2026054561138153
s70,0.9223086833953857
cl66,0.6537787914276123
i62,0.6797786951065063
v70,0.8371106386184692
