,0.07963567972183228
a70,0.0365159772336483
cl62,0.08760011941194534
i66,-0.05382649600505829
v58,0.027719171717762947
s62,0.014623960480093956
c70,0.07308240234851837
cl58,0.01646067574620247
i70,0.05667627602815628
v62,0.12433737516403198
a66,0.13538140058517456
c62,0.15459980070590973
s70,0.01186518557369709
cl66,0.0034684929996728897
i62,0.06686125695705414
v70,0.012691943906247616
c66,0.2869645953178406
s58,0.18311625719070435
a62,0.11938075721263885
cl70,0.06405092030763626
i58,0.2016829550266266
c58,0.8884730935096741
v66,0.6023027896881104
a58,0.6534093022346497
s66,0.851691484451294
