,-4.595972613507354e-17
a58,-5.679020893175949e-17
s66,7.178985126202114e-17
a70,1.7698069520001336e-17
cl62,9.664786975788457e-19
i66,-1.4362237787450478e-17
v58,-3.414830475992148e-17
s62,-1.0118541478869169e-16
c70,1.0190370546583368e-16
cl58,0.0
i70,0.0
v62,0.0
a66,-2.0942203278658566e-17
c62,-2.1582695519955272e-16
s70,-1.707152643297608e-17
cl66,-3.824934712513194e-18
i62,1.1110016420259676e-16
v70,-1.1166132695250596e-16
c66,2.1193927052812404e-16
s58,-3.9002705886130185e-16
a62,8.791489758428314e-17
cl70,0.1680484636381288
i58,0.2515513062075656
c58,4.421264933178364e-17
v66,-2.3456583008008096e-16
