,4.2537537879543325e-17
cl70,1.2093947086107054e-16
i58,-8.223368500393565e-17
c58,-6.836322295566722e-17
v66,-2.7457687585923535e-17
a58,4.873613055585772e-17
s66,-1.1150314515823895e-16
a70,-9.161475879293862e-17
cl62,1.4860808880087829e-16
i66,-1.9638197893539152e-17
v58,2.3021394115840726e-16
s62,0.0
c70,-1.4844265324067764e-17
cl58,5.43313771891047e-17
i70,-3.152735726239699e-17
v62,-1.9057591432188425e-17
a66,-1.925573733346907e-16
c62,-3.697955780490729e-18
s70,6.942990780560281e-17
cl66,-2.466301458207877e-17
i62,1.7786205016736416e-16
v70,0.11014407528091487
c66,-1.855767044324184e-16
s58,4.120743811747098e-17
a62,1.0219899740752787e-16
