,0.2145945945945946
c62,0.2804878048780488
s70,0.3012568482114083
cl66,0.3165814401877777
i62,0.27594202898550724
v70,0.25925925925925924
c66,0.35949052500776635
s58,0.29030523060373803
a62,0.28741322408102876
cl70,0.27807486631016043
i58,0.2531895777178796
c58,0.23391990291262135
v66,0.20043845912934544
a58,0.30951056729699666
s66,0.291383701188455
a70,0.2734234234234234
cl62,0.37864661654135334
i66,0.28801843317972353
v58,0.32941483803552774
s62,0.2767778901247051
c70,0.2515151515151515
cl58,0.6945006747638327
i70,0.21812725090036014
v62,0.4128540305010893
a66,0.5970022142735479
