,0.24444444444444444
s66,0.2516069788797062
a70,0.2824273072060683
cl62,0.17206959706959707
i66,0.3017905588714053
v58,0.29032455603184326
s62,0.37967032967032965
c70,0.21434305592721437
cl58,0.23618670625103083
i70,0.1954537912726066
v62,0.20868794326241136
a66,0.13487763870726693
c62,0.28410630536737885
s70,0.1793846153846154
cl66,0.30627343670821927
i62,0.3223443223443223
v70,0.27371220328966805
c66,0.2546662086339173
s58,0.2523544679273267
a62,0.2915785764622974
cl70,0.3632082413539367
i58,0.6111298292902066
c58,0.5788560488213473
v66,0.5037593984962405
a58,0.6353558432766354
