,0.2048611111111111
cl70,0.2990964337118183
i58,0.2794365248624986
c58,0.17622018348623852
v66,0.2718065316246383
a58,0.26389576117433616
s66,0.33783783783783783
a70,0.26717976910390323
cl62,0.2897832817337461
i66,0.2679593961478397
v58,0.30273855370132646
s62,0.3171249720545495
c70,0.2505870976654234
cl58,0.1346153846153846
i70,0.31512250070402703
v62,0.38563865888421334
a66,0.33461718020541553
c62,0.22368421052631576
s70,0.2984126984126984
cl66,0.28330386089006776
i62,0.4013888888888889
v70,0.48241067108991637
c66,0.4248366013071896
s58,0.5564948534303942
a62,0.7300500192381685
