,0.9999735355377197
c70,0.9997948408126831
cl58,0.5711655616760254
i70,0.5442816615104675
v62,0.9730805158615112
a66,0.9499459266662598
c62,0.9999918341636658
s70,0.9999352693557739
cl66,0.999997615814209
i62,0.48908495903015137
v70,0.3723205029964447
c66,0.999840259552002
s58,0.9999988079071045
a62,0.5441605448722839
cl70,0.1277870237827301
i58,0.9993230104446411
c58,0.9671989679336548
v66,0.9999954700469971
a58,0.9999998807907104
s66,0.5403002500534058
a70,0.9996709823608398
cl62,0.9999958872795105
i66,0.6380411386489868
v58,0.9999461770057678
s62,0.9999998807907104
