,0.2747024371811827
a70,0.20172684458398743
cl62,0.1980137509549274
i66,0.23431372549019608
v58,0.22321097515758254
s62,0.2608130081300813
c70,0.23429108485499467
cl58,0.1958333333333333
i70,0.15585835033517925
v62,0.22619047619047622
a66,0.241059379217274
c62,0.17549795709908073
s70,0.252034292356873
cl66,0.275
i62,0.22804878048780486
v70,0.24004329004329
c66,0.27320574162679423
s58,0.26015066394279873
a62,0.24144714334587752
cl70,0.2375
i58,0.2926587301587302
c58,0.6885135135135134
v66,0.2621748336358137
a58,0.3090783090783091
s66,0.7737874097007224
