,0.26497260532779143
c70,0.24411302982731553
cl58,0.19618029029793732
i70,0.2395424836601307
v62,0.20771670190274844
a66,0.267479674796748
c62,0.2927786499215071
s70,0.22559523809523807
cl66,0.2303993004954824
i62,0.20524691358024694
v70,0.3049932523616734
c66,0.23729570990806947
s58,0.19716905901116427
a62,0.2505681818181818
cl70,0.19138718312076836
i58,0.24841269841269842
c58,0.24990303813833226
v66,0.24410421039634522
a58,0.2311529933481153
s66,0.2944078947368421
a70,0.28869047619047616
cl62,0.7593243243243244
i66,0.3663036902601331
v58,0.7360657360657361
s62,0.9272727272727272
