,0.2132287395257622
v62,0.20211930926216637
a66,0.11077158135981668
c62,0.12745098039215685
s70,0.23658718330849482
cl66,0.22365853658536583
i62,0.215359828141783
v70,0.15267857142857144
c66,0.18099679393762752
s58,0.1601731601731602
a62,0.2918353576248313
cl70,0.13010725229826353
i58,0.21717171717171718
c58,0.1971590909090909
v66,0.1964473407609838
a58,0.2196248196248196
s66,0.2797026502908856
a70,0.17537027579162412
cl62,0.2220321587410195
i66,0.15921052631578947
v58,0.26686507936507936
s62,0.4097297297297297
c70,0.272761645493043
cl58,0.3824868824868825
i70,0.22566844919786094
