,0.21726808993009633
s62,0.19073783359497642
c70,0.19923605805958744
cl58,0.20065359477124184
i70,0.20380029806259314
v62,0.23471544715447157
a66,0.20582706766917291
c62,0.1842261904761905
s70,0.2349897988924512
cl66,0.23538961038961037
i62,0.30617408906882587
v70,0.14651430030643514
c66,0.1887626262626263
s58,0.15454545454545454
a62,0.19686777380702125
cl70,0.2613997113997114
i58,0.2616677440206852
c58,0.22012257405515828
v66,0.2220321587410195
a58,0.19210526315789472
s66,0.23511904761904762
a70,0.3274324324324325
cl62,0.20795523290986084
i66,0.1610731610731611
v58,0.5791443850267379
