,0.2724352918949556
c66,0.24803767660910514
s58,0.20855614973262032
a62,0.23398692810457516
cl70,0.25173869846000996
i58,0.23300813008130083
c58,0.3657357679914071
v66,0.24375000000000002
a58,0.19768289128533956
s66,0.21103896103896103
a70,0.23346828609986503
cl62,0.19222420837589377
i66,0.21843434343434343
v58,0.11875000000000002
s62,0.22075668170774038
c70,0.2455988455988456
cl58,0.30168067226890755
i70,0.18079673135852908
v62,0.1954327745466986
a66,0.10921052631578948
c62,0.2490079365079365
s70,0.5697297297297297
cl66,0.3253932244404114
i62,0.2921492921492922
v70,0.40641711229946526
