,0.06071428571428572
a62,0.0724815724815725
cl70,0.05114942528735633
i58,0.048484848484848464
c58,0.08124999999999999
v66,0.049499443826473866
a58,0.09481915933528834
s66,0.058080808080808066
a70,0.048491379310344807
cl62,0.11981566820276501
i66,0.12692307692307692
v58,0.10172413793103446
s62,0.048160173160173125
c70,0.0672413793103448
cl58,0.032795698924731165
i70,0.0714285714285714
v62,0.05238095238095236
a66,0.0669056152927121
c62,0.04791666666666666
s70,0.06828703703703703
cl66,0.08202716823406475
i62,0.8521505376344086
v70,0.656989247311828
c66,0.7106060606060606
s58,0.9182692307692308
