,0.22699792178348766
c62,0.24882260596546313
s70,0.2286478227654698
cl66,0.2633986928104575
i62,0.23524305555555558
v70,0.21032520325203252
c66,0.23939312567132115
s58,0.20803571428571432
a62,0.23120081608860393
cl70,0.21699134199134196
i58,0.23651721897335937
c58,0.1578779366700715
v66,0.1893939393939394
a58,0.23863636363636365
s66,0.21558872305140964
a70,0.1955988455988456
cl62,0.32210730446024566
i66,0.1977783452502554
v58,0.23469038658912078
s62,0.26151315789473684
c70,0.18055555555555552
cl58,0.5387837837837838
i70,0.12242891712038717
v62,0.2861102861102861
a66,0.4711229946524064
