,0.4375
cl66,0.4453125
i62,0.546875
v70,0.5390625
c66,0.5
s58,0.5
a62,0.5078125
cl70,0.6953125
i58,0.5
c58,0.4765625
v66,0.5625
a58,0.671875
s66,0.6015625
a70,0.5625
cl62,0.40625
i66,0.4453125
v58,0.5546875
s62,0.5625
c70,0.609375
cl58,0.5546875
i70,0.6484375
v62,0.6875
a66,0.6328125
c62,0.6171875
s70,0.8203125
