,0.0
i62,-0.025298073494388507
v70,-0.11369076597279784
c66,-0.013630063621562508
s58,-0.03510794140424285
a62,-0.07020109099057638
cl70,-0.11718523843841873
i58,-0.07965665746344593
c58,-0.06846502481262509
v66,-0.06766584653123749
a58,-0.04328108101052134
s66,-0.056142879755010595
a70,-0.07070065164215306
cl62,-0.07567657115798827
i66,-0.04568558551110586
v58,-0.024065696715156362
s62,-0.04743606478753137
c70,-0.015778803063079418
cl58,-0.0733914888961788
i70,-0.100229981777951
v62,-0.05424488004875317
a66,-0.3234114257963367
c62,-0.4262538285970643
s70,-0.6707232851281895
cl66,-0.7539953549530305
