,0.0
a70,-0.027895925447438203
cl62,-0.09647242755917682
i66,-0.029531757094772664
v58,-0.2034974350603995
s62,-0.01339787957248857
c70,-0.01650605967144046
cl58,-0.02958525574327391
i70,0.0
v62,-0.06527482015942146
a66,0.0
c62,-0.03193952340755266
s70,-0.12173339099209733
cl66,-0.0864085790506434
i62,-0.10279256739998817
v70,-0.030114001585058066
c66,0.0
s58,-0.030950729085271165
a62,-0.10191539830639114
cl70,-0.023993848655604465
i58,-0.02540714660524459
c58,-1.6205792241539863
v66,-0.08894700429293781
a58,-0.5785444914533868
s66,-2.3024450932655056
