,0.0
a58,-0.041214799294087084
s66,-0.011834102297309563
a70,0.0
cl62,-0.11208396603159301
i66,-0.05680046836769747
v58,-0.4870278578939602
s62,-0.1111785164133435
c70,-0.04681320280494766
cl58,-0.011635612438071867
i70,-0.012031523582093136
v62,-0.012677993505907093
a66,-0.029449557174316868
c62,-0.06529254391804128
s70,-0.06205385513575634
cl66,-0.16241115668142844
i62,-0.10378735886593016
v70,-0.009885982263108726
c66,-0.1440214262216679
s58,-0.05358778551099866
a62,-0.08227067917089607
cl70,-2.0652155727355757
i58,-0.2994889534750644
c58,-0.9514639219486996
v66,-1.2795031403851094
