,0.0
s70,-0.08225368176191891
cl66,-0.09673811929628
i62,0.0
v70,-0.1552971184244885
c66,-0.05388504535531013
s58,-0.20521758505653226
a62,-0.09180799534025297
cl70,-0.06053702862758343
i58,-0.06375401827184905
c58,-0.11942759633039758
v66,0.0
a58,-0.08918377167532472
s66,-0.03192583929035135
a70,-0.06183151302006714
cl62,-0.0641746017999302
i66,-0.04274488681984332
v58,-0.05889752980323526
s62,-0.15178031162431407
c70,-0.08128290901019093
cl58,-0.11107819823755581
i70,-0.6236091498325921
v62,-0.782103275833809
a66,-0.578547128522348
c62,-0.7343641919813109
