,0.5826563385603628
c70,0.4407378335949764
cl58,0.4051184110007639
i70,0.4441176470588235
v62,0.501987083954297
a66,0.5606504065040651
c62,0.6891783029001074
s70,0.6788690476190475
cl66,0.6722529874672107
i62,0.675865800865801
v70,0.6351214574898785
c66,0.463546986721144
s58,0.7373737373737375
a62,0.43579545454545454
cl70,0.7774858103846962
i58,0.6061327561327561
c58,0.7610859728506787
v66,0.7234422880490297
a58,0.8252651385562778
s66,0.6414473684210527
a70,0.5396825396825398
cl62,0.7728378378378378
i66,0.3663036902601331
v58,0.7780417780417781
s62,0.9545454545454546
