,0.3178726620064236
s62,0.3281004709576138
c70,0.2994652406417112
cl58,0.33398692810457514
i70,0.3293591654247392
v62,0.46983739837398375
a66,0.3583512352309345
c62,0.28988095238095235
s70,0.40301661323229376
cl66,0.38203463203463206
i62,0.5843454790823213
v70,0.2140577119509704
c66,0.35353535353535354
s58,0.24829545454545454
a62,0.6128862728610469
cl70,0.41067821067821064
i58,0.5923076923076923
c58,0.5072778345250255
v66,0.4630516592541909
a58,0.2763157894736842
s66,0.43154761904761907
a70,0.3274324324324324
cl62,0.20795523290986087
i66,0.16107316107316108
v58,0.6796791443850267
