,0.24676149352298704
c70,0.26911564625850337
cl58,0.2708780184044835
i70,0.22399999999999998
v62,0.24675324675324675
a66,0.2883709981167608
c62,0.46034734496272955
s70,0.3078403519222838
cl66,0.272466039707419
i62,0.20045207956600364
v70,0.2824712643678161
c66,0.22852038330355692
s58,0.3198370125851042
a62,0.31140988372093026
cl70,0.30122655122655123
i58,0.3677378884385254
c58,0.384588708558746
v66,0.31541691245358966
a58,0.29882542607093504
s66,0.27440041710114704
a70,0.3769303872653837
cl62,0.8299534574468085
i66,0.4986824769433465
v58,0.8284429213964446
s62,0.9454545454545454
