,0.2522314049586777
a70,0.2900763358778626
cl62,0.24404761904761904
i66,0.2483130904183536
v58,0.27881396461023433
s62,0.33116883116883117
c70,0.34763812066882827
cl58,0.2753968253968254
i70,0.2092887679751263
v62,0.2788157516527738
a66,0.304311152764761
c62,0.2258444329972772
s70,0.274025974025974
cl66,0.32132001736864957
i62,0.37202423548494823
v70,0.3217306441119063
c66,0.4219298245614035
s58,0.3533704390847248
a62,0.30757931844888364
cl70,0.2703380794078906
i58,0.40421664849145766
c58,0.7888384754990926
v66,0.31460084033613445
a58,0.4182845552013909
s66,0.8474078341013824
