,0.09761904761904762
c70,0.10173913043478261
cl58,0.13450292397660818
i70,0.09
v62,0.10833333333333334
a66,0.14416475972540044
c62,0.2590909090909091
s70,0.17391304347826086
cl66,0.1486013986013986
i62,0.1431818181818182
v70,0.16228070175438597
c66,0.13068181818181818
s58,0.16985645933014354
a62,0.22023809523809523
cl70,0.16695652173913045
i58,0.17424242424242425
c58,0.1685185185185185
v66,0.09203296703296704
a58,0.15692307692307694
s66,0.17786561264822134
a70,0.15476190476190477
cl62,0.687719298245614
i66,0.38839285714285715
v58,0.6154545454545455
s62,0.8461538461538461
