,0.11145510835913312
s66,0.11818181818181818
a70,0.19047619047619047
cl62,0.05718954248366013
i66,0.16269841269841268
v58,0.11283643892339544
s62,0.19111111111111112
c70,0.11437908496732026
cl58,0.12261904761904761
i70,0.11929824561403508
v62,0.09191176470588236
a66,0.0804093567251462
c62,0.13025210084033612
s70,0.11283643892339544
cl66,0.13852813852813853
i62,0.21288515406162464
v70,0.09347826086956522
c66,0.13846153846153847
s58,0.14578005115089515
a62,0.19523809523809524
cl70,0.21889952153110048
i58,0.40350877192982454
c58,0.3741830065359477
v66,0.3695652173913043
a58,0.4
