,0.07380952380952381
a66,0.050505050505050504
c62,0.1693121693121693
s70,0.07670454545454546
cl66,0.19617224880382775
i62,0.175
v70,0.14021739130434782
c66,0.15441176470588236
s58,0.1258741258741259
a62,0.17222222222222222
cl70,0.12763157894736843
i58,0.051587301587301584
c58,0.125
v66,0.05718954248366013
a58,0.11471861471861472
s66,0.20634920634920634
a70,0.1873065015479876
cl62,0.1111111111111111
i66,0.14160839160839161
v58,0.051587301587301584
s62,0.08608058608058608
c70,0.3423076923076923
cl58,0.3119047619047619
i70,0.24891304347826088
v62,0.7142857142857143
