,0.09761904761904762
a70,0.08630952380952381
cl62,0.11921458625525946
i66,0.13450292397660818
v58,0.1736111111111111
s62,0.18722943722943722
c70,0.16590389016018306
cl58,0.21288515406162464
i70,0.14638157894736842
v62,0.16190476190476188
a66,0.19642857142857142
c62,0.14646464646464646
s70,0.15894736842105261
cl66,0.1534090909090909
i62,0.15833333333333333
v70,0.22857142857142856
c66,0.20054945054945056
s58,0.1225
a62,0.19565217391304346
cl70,0.12077294685990338
i58,0.18518518518518517
c58,0.4583333333333333
v66,0.18055555555555555
a58,0.36713286713286714
s66,0.6586538461538461
