,0.10263157894736842
i62,0.08893280632411067
v70,0.14285714285714285
c66,0.10441176470588234
s58,0.12237762237762238
a62,0.13450292397660818
cl70,0.13695652173913042
i58,0.15263157894736842
c58,0.135
v66,0.1608187134502924
a58,0.14523809523809522
s66,0.13
a70,0.175
cl62,0.13055555555555554
i66,0.13695652173913042
v58,0.12894736842105264
s62,0.13846153846153847
c70,0.07346491228070175
cl58,0.1610305958132045
i70,0.18333333333333335
v62,0.13695652173913042
a66,0.24812030075187969
c62,0.3208333333333333
s70,0.33967391304347827
cl66,0.3571428571428571
