,0.10394736842105262
cl58,0.10714285714285714
i70,0.07261904761904761
v62,0.07936507936507936
a66,0.10512820512820513
c62,0.08660130718954248
s70,0.1515151515151515
cl66,0.13095238095238093
i62,0.11166007905138339
v70,0.2048611111111111
c66,0.05964912280701754
s58,0.10263157894736842
a62,0.09375
cl70,0.14761904761904762
i58,0.1539473684210526
c58,0.14583333333333331
v66,0.10761904761904761
a58,0.07729468599033816
s66,0.11521739130434783
a70,0.0
cl62,0.10416666666666666
i66,0.30952380952380953
v58,0.34705882352941175
s62,0.3212250712250712
c70,0.4602272727272727
