,0.8990252017974854
cl70,0.999941885471344
i58,0.5352923274040222
c58,0.8692429065704346
v66,0.9987765550613403
a58,0.9585861563682556
s66,0.9997755289077759
a70,0.5826072096824646
cl62,0.9993307590484619
i66,0.9976140260696411
v58,0.9999743700027466
s62,0.9996228218078613
c70,0.9997683763504028
cl58,0.8590513467788696
i70,0.9997835159301758
v62,0.9999815821647644
a66,0.9994006156921387
c62,0.999963641166687
s70,0.5315152406692505
cl66,0.9999295473098755
i62,0.9999002814292908
v70,0.9976909160614014
c66,0.9984197616577148
s58,0.9011081457138062
a62,0.9995249509811401
