,0.5453699827194214
c70,0.8627302646636963
cl58,0.9986587762832642
i70,0.9998897910118103
v62,0.9895901679992676
a66,0.5324980020523071
c62,0.9999798536300659
s70,0.7649263143539429
cl66,0.9999978542327881
i62,0.9999765157699585
v70,0.7094767093658447
c66,0.5579001307487488
s58,0.9999974966049194
a62,0.9999275207519531
cl70,0.3688991963863373
i58,0.5381578207015991
c58,0.5319076776504517
v66,0.9998549222946167
a58,0.5269837379455566
s66,0.9999706745147705
a70,0.9998026490211487
cl62,0.9999961853027344
i66,0.9926095604896545
v58,0.9999927282333374
s62,0.9999963641166687
