,0.5216323446060835
v62,0.3916797488226059
a66,0.12375859434682963
c62,0.18627450980392157
s70,0.5905365126676603
cl66,0.3613821138211382
i62,0.3270676691729323
v70,0.23809523809523808
c66,0.2973622850480909
s58,0.2435064935064935
a62,0.474527665317139
cl70,0.19247957099080693
i58,0.5776515151515151
c58,0.35113636363636364
v66,0.6228715577044356
a58,0.454040404040404
s66,0.5499676793794441
a70,0.2944330949948928
cl62,0.46262401642148476
i66,0.28092105263157896
v58,0.6259920634920635
s62,0.40972972972972976
c70,0.3072444041137326
cl58,0.48698148698148697
i70,0.22566844919786097
