,0.5993765350462875
v70,0.2778649921507065
c66,0.4288770053475936
s58,0.3542483660130719
a62,0.6271733730750124
cl70,0.6277235772357723
i58,0.6314446831364124
c58,0.5916666666666667
v66,0.6601573885164675
a58,0.5151515151515151
s66,0.5180499325236168
a70,0.39083248212461696
cl62,0.5896464646464646
i66,0.375
v58,0.5562329199075048
s62,0.6321067821067821
c70,0.4499676793794441
cl58,0.592888151174668
i70,0.2907971262401642
v62,0.6993421052631579
a66,0.35813492063492064
c62,0.6536486486486486
s70,0.5002268602540835
cl66,0.48104148104148103
i62,0.8251336898395722
