,0.5751936519931986
a70,0.31946624803767665
cl62,0.5554621848739496
i66,0.4137254901960784
v58,0.7842771982116244
s62,0.5770731707317074
c70,0.4057465091299678
cl58,0.44315476190476194
i70,0.19841154182454096
v62,0.4074675324675324
a66,0.3259109311740891
c62,0.2830694586312564
s70,0.7828282828282829
cl66,0.5761363636363637
i62,0.8031322261929787
v70,0.5494949494949495
c66,0.8022624434389141
s58,0.638215015321757
a62,0.7197228874444064
cl70,0.5575657894736843
i58,0.7271825396825398
c58,0.7237837837837837
v66,0.40101330913490624
a58,0.41862191862191866
s66,0.8700534759358289
