,0.07852564102564102
i58,0.11451612903225807
c58,0.06166666666666666
v66,0.04836829836829837
a58,0.058823529411764705
s66,0.06382978723404255
a70,0.07965860597439545
cl62,0.08076923076923077
i66,0.024390243902439025
v58,0.0982615268329554
s62,0.08159934720522236
c70,0.13346228239845262
cl58,0.060427413411938094
i70,0.10818713450292397
v62,0.09090909090909091
a66,0.0
c62,0.0989010989010989
s70,0.12136752136752138
cl66,0.07080200501253132
i62,0.049516908212560384
v70,0.11479591836734693
c66,0.47045454545454546
s58,0.2740693196405648
a62,0.8100195185426156
cl70,0.6252830188679246
